M02112:179:000000000-B59R4:1:2110:19156:21527	1	0.0
M02112:179:000000000-B59R4:1:1109:7322:8177	1	0.0
M02112:179:000000000-B59R4:1:2104:28057:15342	1	0.0
M02112:179:000000000-B59R4:1:2111:5700:3456	1	0.0
M02112:179:000000000-B59R4:1:2116:12605:14653	1	0.0
M02112:179:000000000-B59R4:1:1110:8292:14591	1	0.0
M02112:179:000000000-B59R4:1:1107:6539:14615	1	0.0
M02112:179:000000000-B59R4:1:2109:7272:6884	1	0.0
M02112:179:000000000-B59R4:1:2118:15295:11091	1	0.0
M02112:179:000000000-B59R4:1:1112:10642:5391	1	0.0
M02112:179:000000000-B59R4:1:2115:15042:5184	1	0.0
M02112:179:000000000-B59R4:1:1110:14268:6847	1	0.0
M02112:179:000000000-B59R4:1:2118:14873:16605	1	0.0
M02112:179:000000000-B59R4:1:2114:11317:16388	1	0.0
M02112:179:000000000-B59R4:1:2109:25908:7272	1	0.0
M02112:179:000000000-B59R4:1:2118:24313:22295	1	0.0
M02112:179:000000000-B59R4:1:1110:28793:17513	1	0.0
M02112:179:000000000-B59R4:1:1115:19170:7422	1	0.0
M02112:179:000000000-B59R4:1:2111:22018:3796	1	0.0
M02112:179:000000000-B59R4:1:1112:7751:17355	1	0.0
M02112:179:000000000-B59R4:1:1118:10747:14158	1	0.0
M02112:179:000000000-B59R4:1:2116:26677:11457	1	0.0
M02112:179:000000000-B59R4:1:2108:19759:9087	1	0.0
M02112:179:000000000-B59R4:1:2111:14165:14093	1	0.0
M02112:179:000000000-B59R4:1:2112:24899:4178	1	0.0
M02112:179:000000000-B59R4:1:1103:27118:5651	2	0.0
M02112:179:000000000-B59R4:1:1104:14992:19287	2	0.0
M02112:179:000000000-B59R4:1:1113:4555:16724	2	0.0
M02112:179:000000000-B59R4:1:1116:5955:13401	2	0.0
M02112:179:000000000-B59R4:1:1119:10932:16588	2	0.0
M02112:179:000000000-B59R4:1:2118:5545:3999	3	0.0
M02112:179:000000000-B59R4:1:1113:15633:3051	5	0.0
M02112:179:000000000-B59R4:1:1106:8096:12953	6	0.0
M02112:179:000000000-B59R4:1:1108:18199:21865	6	0.0
M02112:179:000000000-B59R4:1:1109:10806:20559	7	0.0
M02112:179:000000000-B59R4:1:1101:8857:18694	7	0.0
M02112:179:000000000-B59R4:1:2111:17022:19706	8	0.0
M02112:179:000000000-B59R4:1:1102:19449:19444	9	0.0
M02112:179:000000000-B59R4:1:1113:8955:5756	10	0.0
M02112:179:000000000-B59R4:1:1102:23105:16334	13	0.0
M02112:179:000000000-B59R4:1:2105:8055:9042	13	0.0
M02112:179:000000000-B59R4:1:2108:26812:8985	19	0.0001
M02112:179:000000000-B59R4:1:2107:26007:18241	22	0.0001
M02112:179:000000000-B59R4:1:1102:3585:8830	23	0.0001
M02112:179:000000000-B59R4:1:1101:9621:9803	25	0.0001
M02112:179:000000000-B59R4:1:1102:7127:19586	31	0.0001
M02112:179:000000000-B59R4:1:2115:21353:8885	38	0.0001
M02112:179:000000000-B59R4:1:1117:20685:7173	49	0.0001
M02112:179:000000000-B59R4:1:1104:2991:16622	53	0.0002
M02112:179:000000000-B59R4:1:1106:9947:2234	59	0.0002
M02112:179:000000000-B59R4:1:1102:18133:24304	61	0.0002
M02112:179:000000000-B59R4:1:1105:27670:7797	63	0.0002
M02112:179:000000000-B59R4:1:1102:28376:9117	72	0.0002
M02112:179:000000000-B59R4:1:1111:17813:23276	92	0.0003
M02112:179:000000000-B59R4:1:2107:12817:22612	99	0.0003
M02112:179:000000000-B59R4:1:1101:2004:11345	100	0.0003
M02112:179:000000000-B59R4:1:1119:7006:17181	131	0.0004
M02112:179:000000000-B59R4:1:2111:16528:20001	149	0.0004
M02112:179:000000000-B59R4:1:1104:24106:22599	176	0.0005
M02112:179:000000000-B59R4:1:2105:18250:15790	199	0.0006
M02112:179:000000000-B59R4:1:1109:6227:13776	202	0.0006
M02112:179:000000000-B59R4:1:1108:15230:8263	247	0.0007
M02112:179:000000000-B59R4:1:1101:5181:6834	286	0.0008
M02112:179:000000000-B59R4:1:1101:12494:24248	297	0.0009
M02112:179:000000000-B59R4:1:1103:9884:3854	341	0.001
M02112:179:000000000-B59R4:1:1109:17670:10363	537	0.0015
M02112:179:000000000-B59R4:1:1102:3136:16588	791	0.0023
M02112:179:000000000-B59R4:1:1101:6462:18873	1050	0.003
M02112:179:000000000-B59R4:1:1103:25367:6720	48892	0.1403
M02112:179:000000000-B59R4:1:2106:18652:11185	50243	0.1442
M02112:179:000000000-B59R4:1:1109:22536:2980	53807	0.1544
M02112:179:000000000-B59R4:1:1116:22509:5885	80224	0.2302
M02112:179:000000000-B59R4:1:2101:6124:3416	109988	0.3156
